ID,Slug,Title,Old Excerpt (first 200 chars),New Meta Description,Meta Length,Status
99509,code-vein-2s-3-hour-preview-feels-like,Code Vein 2’s anime soulslike comfort food got juicier—and here’s why,"Bandai Namco’s Code Vein 2 preview shows a confident anime soulslike sequel with deeper builds, flashier combat, and flexible companions—here’s what we…","Code Vein 2's preview reveals deeper builds, flashier combat, and flexible companions. This anime soulslike sequel is shaping up well.",134,ok
99511,these-leaked-asus-240hz-gaming-glasses-sound-wild,This Asus 240Hz AR Gaming Glasses Leak Is Wild—and Kind of Genius,"Asus’ leaked ROG Xreal R1 AR glasses promise a 240Hz micro-LED gaming “monitor you wear,” Bose sound, electrochromic dimming and a dedicated dock.","Leaked Asus ROG Xreal R1 AR glasses promise 240Hz micro-LED gaming, Bose sound, and electrochromic dimming. A wearable monitor for gamers.",138,ok
99484,arc-raiders-ai-drama-wont-kill-the-fun,Why Arc Raiders’ AI Voices Sparked a Gamer Revolt,"From Eurogamer’s review to The Game Awards snub, Arc Raiders’ AI text-to-speech debate has gamers split. Here’s why it matters and what comes next.","Arc Raiders' AI text-to-speech voices sparked a gamer revolt. From reviews to award snubs, here's why the debate matters.",121,ok
99482,anthem-is-shutting-down-15-live-service-games,Got Anthem Withdrawal? 5 Live-Service Games to Fill the Void,"Anthem’s servers shut down Jan 12, 2026. These 5 live-service games—Destiny 2, Warframe, Helldivers 2, Outriders, The First Descendant—will scratch that…","Anthem's servers shut down Jan 12, 2026. These 5 live-service games will scratch that looter-shooter itch from Warframe to Helldivers 2.",136,ok
99507,rainbow-six-siege-x-hit-again-fake-67,Rainbow Six Siege X hit again: fake ’67-day’ bans and continuing outages,"Ubisoft’s Siege X is reeling after a second server intrusion. Targeted fake bans, degraded matchmaking and a closed store mean trust — and playability —…",Siege X reels from a second server intrusion with fake bans and degraded matchmaking. Ubisoft's trust crisis deepens for players.,129,ok
99486,arc-raiders-record-weekend-why-the-headline-numbers,Arc Raiders’ “record” weekend? Why the headline numbers don’t tell the whole story,"Alinea flagged huge Arc Raiders figures, but Steam metrics, achievement unlocks and post-launch patches suggest a solid game—not an industry-shaking…","Arc Raiders posted huge launch weekend numbers, but Steam metrics and achievement data tell a more nuanced story than the headlines.",132,ok
99480,code-vein-iis-time-travel-twist-makes-its,Code Vein II’s time-travel twist makes its souls formula actually feel fresh,"Bandai Namco’s Code Vein II refines its anime-souls recipe with Formae combat, a deep Partner system, and a surprisingly emotional time-travel story.","Code Vein II adds Formae combat, a deep Partner system, and a time-travel story that makes the anime-souls formula feel genuinely fresh.",136,ok
99479,lionsgate-says-a-saw-aaa-game-is-coming,Lionsgate says a Saw AAA game is coming — here are 10 horror titles to play now,"Lionsgate teases a AAA Saw game. While we wait, roll credits on these 10 trap-heavy horror games that scratch that Jigsaw itch tonight.","Lionsgate teases a AAA Saw game. While we wait, here are 10 trap-heavy horror games that scratch that Jigsaw itch right now.",124,ok
99478,the-last-of-us-season-3-just-lost,The Last of Us Season 3 just lost a familiar face — and that actually matters,Danny Ramirez is out as Manny for The Last of Us Season 3; Neil Druckmann is stepping back. Here’s why those moves change what gamers should expect from…,Danny Ramirez exits The Last of Us Season 3 and Druckmann steps back. Here's why those changes matter for what gamers should expect.,132,ok
99476,io-interactive-pushed-007-first-light-back-and,IO Interactive pushed 007 First Light back — and that two-month delay actually matters,"IO Interactive delayed 007 First Light from March 27 to May 27, 2026. It’s billed as extra polish—here’s what that likely means for players.","IO Interactive delayed 007 First Light to May 27, 2026. That two-month push for extra polish could reshape the game's launch prospects.",135,ok
99475,steam-just-smashed-its-record-with-41-8,Steam just smashed its record with 41.8 million players — here’s why it matters,"Steam hit an all-time peak of 41.8M concurrent users on Jan 4, 2026. CS2 and PUBG did the heavy lifting—what this means for players, hardware, and Valve’s…",Steam hit an all-time peak of 41.8M concurrent users. CS2 and PUBG drove the surge. Here's what it means for players and Valve.,127,ok
99474,brandon-sanderson-says-mistborn-game-talks-are-happening,Brandon Sanderson says Mistborn game talks are happening — but there’s a catch,Sanderson regained videogame rights to Mistborn and says AAA studios are interested. This could be huge — if the right studio and creative control line up.,"Brandon Sanderson regained Mistborn game rights and says AAA studios are interested. Big potential, but creative control is the catch.",134,ok
99469,neuro-sama-just-smashed-twitchs-hype-train-record,Neuro-sama just smashed Twitch’s Hype Train record — and it says a lot about AI VTubers,"Neuro-sama hit Hype Train level 126 with 126,273 subs and 1.19M Bits. Here’s why this matters for AI VTubers, Twitch culture, and creator-driven hype.",AI VTuber Neuro-sama hit Hype Train level 126 with 126K subs and 1.19M Bits. Here's what this record means for AI streamers and Twitch.,135,ok
99462,holocure-the-free-vampire-survivors-rival-with-a,"Holocure — the free Vampire Survivors rival with a 99% Steam rating is getting a big, delayed update","Holocure’s developer explains why Update 0.8 is taking longer, teases new mechanics, an achievement overhaul and balance work — no nerfs and still free.",Holocure's 99% Steam-rated Vampire Survivors rival is getting a big Update 0.8 with new mechanics and balance work. Still free.,127,ok
99460,rebel-wolves-vampire-rpg-just-played-a-haunting,Rebel Wolves’ vampire RPG just played a haunting theme — and the trailer hints at two new companions,Rebel Wolves dropped an orchestral main theme and a moody trailer for The Blood of Dawnwalker. It’s a Witcher-shaped vampire RPG on track for PC in 2026 —…,"Rebel Wolves revealed a haunting orchestral theme for The Blood of Dawnwalker, a Witcher-shaped vampire RPG targeting PC in 2026.",129,ok
99456,donkey-kong-bananzas-wild-k-rool-twist-made,Donkey Kong Bananza’s wild K. Rool twist made every other nostalgia play in 2025 look lazy,Donkey Kong Bananza hides one of 2025’s best twists: King K. Rool’s outrageous return. Here’s why it worked on me and how to experience it yourself.,Donkey Kong Bananza hides one of 2025's best twists with King K. Rool's outrageous return. Here's why it works and how to experience it.,136,ok
99454,arena-breakout-infinite-season-4-brings-an-airport,Arena Breakout: Infinite Season 4 brings an airport map and risky high-value loot,"Season 4 of Arena Breakout: Infinite adds Guoyapos Airport, snowy Northridge with footprints, Encrypted Files loot, new guns, a 72-tick upgrade, and…","Arena Breakout: Infinite Season 4 adds Guoyapos Airport, snowy Northridge with footprints, Encrypted Files loot, and a 72-tick upgrade.",135,ok
99439,exodus-is-still-on-track-james-ohlen-stepped,Exodus Lost Its Head—But I’m Still Hyped,"James Ohlen’s exit from Exodus sounds alarming, but ex-BioWare vets and a killer time-dilation twist keep this spiritual successor on track for early 2027.","James Ohlen left Exodus, but ex-BioWare vets and a killer time-dilation twist keep this spiritual successor on track for early 2027.",132,ok
99437,embark-quietly-added-aggression-based-matchmaking-to-arc,Embark quietly added aggression-based matchmaking to Arc Raiders — here’s why it matters,"Embark Studios confirms Arc Raiders now factors player aggression into matchmaking, aiming to cut griefing without killing the PvPvE tension that defines…",Embark Studios confirms Arc Raiders now factors player aggression into matchmaking to cut griefing without killing PvPvE tension.,129,ok
99433,poe-2s-vaal-temple-nerf-cuts-huge-drops,PoE 2’s Vaal Temple nerf cuts huge drops — but the lock change might hurt new players,"Grinding Gear’s 0.4.0c hotfix adds diminishing returns and tier-three-only locks for Vaal Temple — it trims insane runs, but risks locking newcomers out.","PoE 2's 0.4.0c hotfix adds diminishing returns to Vaal Temple runs. Great for balance, but tier-three locks risk hurting new players.",133,ok
99426,grim-dawns-free-4k-ui-and-massive-stash,Grim Dawn’s free 4K UI and massive stash upgrade arrive ahead of its big expansion,"Crate’s free 1.3.0 update brings 4K-scaled menus, a controversial circular HUD option, auto-transfer stash, and customizable tabs — public playtest in…","Grim Dawn's free 1.3.0 update brings 4K-scaled menus, auto-transfer stash, and customizable tabs ahead of its big expansion.",124,ok
99394,wildcards-bold-bet-turn-ark-survival-ascended-into,Wildcard’s bold bet: turn Ark Survival Ascended into Ark 2’s public test lab,"Studio Wildcard unveiled a two-year ASA roadmap full of DLCs, a World Editor, and Ark 2 testbed plans — promising more content but raising deadline and…","Studio Wildcard unveiled a two-year ASA roadmap with DLCs, a World Editor, and plans to use it as Ark 2's public test lab.",122,ok
99392,rusts-massive-naval-update-lands-feb-5-and,Rust’s “massive” Naval update lands Feb 5 — and Facepunch’s 2026 roadmap just got real,"Facepunch sets Rust’s Feb 5 Naval update as the kickoff for a 2026 roadmap — boats, new monuments, animal breeding, anti-cheat work, DLC and a possible…","Rust's Feb 5 Naval update kicks off Facepunch's 2026 roadmap with boats, new monuments, animal breeding, and anti-cheat improvements.",133,ok
99390,yoshi-p-just-dropped-a-poetic-hint-is,Yoshi‑P just dropped a poetic hint — is FF14’s 8.0 coming sooner than we thought?,"Naoki Yoshida teases an “especially significant” 2026 for FF14, confirms a new savage raid on Jan 6, and slips a poetic clue that fires up South Sea Isles…",Yoshi-P teases an especially significant 2026 for FF14 with a new savage raid and a poetic clue firing up South Sea Isles speculation.,134,ok
99387,tft-set-16-feels-different-riot-fixed-the,"TFT Set 16 feels different — Riot fixed the boring bits, but is it enough?","At the TFT Paris Open, Riot’s Mortdog and Julien Camaraza explained Set 16’s focus on depth over complexity, mid-game fixes, and making Level 7 viable.",Riot's TFT Set 16 focuses on depth over complexity with mid-game fixes and viable Level 7 play. Here's what Mortdog revealed at Paris.,134,ok
99385,playerunknowns-new-metaverse-plan-skips-servers-and-that,PlayerUnknown’s new metaverse plan skips servers — and that could actually matter,"Brendan Greene’s Prologue uses local ML to generate massive maps on your GPU, aiming for an open-source, device-driven metaverse—different from…","Brendan Greene's Prologue uses local ML to generate massive maps on your GPU, aiming for a serverless, open-source metaverse.",125,ok
99380,adrian-chmielarz-says-youre-dead-wrong-if-you,Adrian Chmielarz says you’re “dead wrong” if you think AI can build good games,"The Astronauts’ founder warns generative AI isn’t replacing developers yet, supports pragmatic tools, bans AI assets in Witchfire, and predicts a 2026…","The Astronauts' founder warns AI can't build good games yet, bans AI assets in Witchfire, and predicts a 2026 reckoning for the industry.",137,ok
99378,space-marine-2-is-60-off-and-patch,Space Marine 2 is 60% off and Patch 12 makes this the smartest time to jump in,"Humble has Warhammer 40k: Space Marine 2 for $23.99/£21.99 until Jan 5, 2026. Patch 12 (early 2026) brings Techmarine class + chapter DLCs — here’s what…","Space Marine 2 is $23.99 at Humble until Jan 5. Patch 12 brings the Techmarine class and chapter DLCs, making now the best time to join.",136,ok
99373,river-city-ransom-underground-is-85-off-and,River City Ransom Underground is 85% off and about to vanish — should you buy it?,"River City Ransom Underground is being delisted from Steam but is 85% off. Here’s what that actually means for players, preservation, and whether to grab…",River City Ransom Underground is 85% off and about to vanish from Steam. Here's whether this soon-to-be-delisted brawler is worth grabbing.,139,ok
99370,20-hours-with-promise-mascot-agency-the-weird,This rocket-powered trash truck sim is weirder—and kinder—than you think,"Promise Mascot Agency turns rocket trucks, mascots, and yakuza pasts into a heartwarming sim. Discover how this oddball management game rewired my empathy.",Promise Mascot Agency turns rocket trucks and yakuza pasts into a heartwarming sim. Discover how this oddball game rewires your empathy.,136,ok
99360,love-and-deepspace-blew-up-mobile-gaming-but,This Sci-Fi Dating Game Just Earned $750M—And You’ll See Why,"Love and Deepspace turned otome romance into a $750M live-service phenomenon, blending hyper-real intimacy, gacha pulls, and a fierce global fandom.","Love and Deepspace turned otome romance into a $750M live-service hit by blending hyper-real intimacy, gacha pulls, and a fierce fandom.",136,ok
99359,romero-games-lost-xbox-shooter-hellslayers-wild-priest,"Romero Games’ Lost Xbox Shooter — Hellslayer’s Wild Priest-Vs-Demons Pitch, Canceled After a Decade",Leaked details reveal Romero Games’ decade-long Xbox exclusive Hellslayer — a shotgun-wielding priest in a Hotline Miami-style FPS. Here’s what gamers…,"Leaked details reveal Romero Games' decade-long Xbox exclusive Hellslayer, a shotgun-wielding priest FPS canceled after years of development.",141,ok
99361,10-hours-in-warhammer-40k-dark-heresys-alpha,10 hours in Warhammer 40k: Dark Heresy’s alpha feel like Disco Elysium in power armor… with one big,"Hands-on with Owlcat’s Dark Heresy alpha: sharp Inquisitorial investigations, standout Kroot companion, but clumsy, undercooked combat for now.",Owlcat's Dark Heresy alpha plays like Disco Elysium in power armor with sharp investigations and a standout Kroot companion.,124,ok
99353,fortnites-2025-chaos-is-breaking-the-game-and,I Just Wanted to Play Fortnite—Then 2025 Broke My Brain,Fortnite’s 2025 update avalanche turned the Discover tab into chaos—from collabs to AI memes and punishing login grinds. Here’s why it almost broke me.,"Fortnite's 2025 update avalanche turned the Discover tab into chaos with collabs, AI memes, and punishing login grinds. A cautionary tale.",138,ok
99349,riftbound-is-selling-out-riot-says-a-digital,"Riftbound is selling out — Riot says a digital version is “when, not if”",Riftbound booster boxes are vanishing at events as Riot scrambles to print more. Director Dave Guskin promises accessibility work and teases future…,"Riot's Riftbound booster boxes are vanishing at events. A digital version is confirmed as 'when, not if' by director Dave Guskin.",129,ok
99347,expedition-33s-opening-kind-of-sucks-and-it,Expedition 33’s opening kind of sucks… and it still became my GOTY,"Expedition 33 bleeds players in the first hours, and honestly, I get it. Here’s why I almost quit, why I’m glad I didn’t, and how to push past the slog.","Expedition 33 bleeds players in the first hours, but push past the slog and you'll find a true GOTY contender. Here's how to get there.",135,ok
99341,this-100-ending-jrpg-nearly-killed-its-studio,I Was Sure This 100-Hour RPG Would Flop—Then It Blew Me Away,"With a million-word script, 100-day loops, and tactical wave-defense, The Hundred Line was a crazy risk—and proves daring single-player games still have…",The Hundred Line risks everything with a million-word script and 100-day loops. This daring RPG proves single-player ambition still pays off.,141,ok
99336,south-of-midnights-music-turns-trauma-into-chills,South of Midnight’s Music Turns Trauma into Chills — Here’s How,"South of Midnight uses choir vocals, field recordings, and narrative-driven songs to turn character trauma into gameplay moments that linger long after…","South of Midnight uses choir vocals, field recordings, and narrative-driven songs to turn character trauma into unforgettable gameplay moments.",143,ok
99333,ark-survival-ascendeds-unreal-5-7-upgrade-might,Ark Survival Ascended’s Unreal 5.7 upgrade might finally make a Switch 2 port real,Studio Wildcard says Unreal Engine 5.7’s foliage tech gives ASA huge performance gains — enough to push the game toward Switch 2. Here’s what that…,"Unreal Engine 5.7's foliage tech gives Ark Survival Ascended huge performance gains, potentially making a Switch 2 port viable at last.",135,ok
99332,squadron-42-is-finally-playable-end-to-end,Squadron 42 is finally playable end-to-end — but will it ship polished in 2026?,"Cloud Imperium says Squadron 42 is content-complete, 40+ hours long, and moving toward beta. It’s exciting — and risky — for a game this ambitious.","Squadron 42 is content-complete at 40+ hours and moving toward beta. Exciting progress, but shipping polished in 2026 remains the big question.",143,ok
99327,ai-vtuber-neuro-sama-just-obliterated-her-own,AI VTuber Neuro‑Sama Just Obliterated Her Own Twitch Hype Train Record — Again,"Neuro‑Sama and creator Vedal987 smashed Twitch’s Hype Train record during her third birthday subathon — 118,989 subs and 1,000,073 Bits. Here’s what that…","Neuro-Sama smashed Twitch's Hype Train record again during her birthday subathon with 118,989 subs and over 1M Bits. A new AI milestone.",136,ok
99325,ark-survival-ascendeds-lost-colony-adds-recruitable-thralls,Ark Survival Ascended’s Lost Colony adds recruitable thralls — and Wildcard wants RTS control next,"Lost Colony brings a massive map, new beasts, RPG skill trees and recruitable thralls to Ark Survival Ascended — and Studio Wildcard says it hopes to add…","Ark Survival Ascended's Lost Colony adds recruitable thralls, RPG skill trees, and a massive new map. Wildcard teases RTS controls next.",136,ok
99320,gta-tokyo-almost-existed-and-it-wouldve-been,GTA Tokyo almost existed — and it would’ve been made by a Japanese studio,A former Rockstar director says GTA Tokyo nearly entered development with a Japanese studio using Rockstar’s code. Here’s why that tripped executives’…,A former Rockstar director reveals GTA Tokyo nearly entered development with a Japanese studio. Here's why executives ultimately passed.,136,ok
99319,vince-zampella-the-fps-architect-behind-call-of,"Vince Zampella, the FPS architect behind Call of Duty and Titanfall, has died","Vince Zampella, co-founder of Infinity Ward and Respawn, has died at 55. His work reshaped modern shooters—from Modern Warfare to Titanfall 2 and Apex…","Vince Zampella, co-founder of Infinity Ward and Respawn Entertainment, has died at 55. His legacy reshaped modern shooters forever.",131,ok
99317,lego-batman-returns-with-arkham-style-combat-but,Lego Batman returns with Arkham-style combat — but the Switch 2 copy is a key-card,"Lego Batman: Legacy of the Dark Knight hits May 29, 2026. Preorders open at $70/$90 — Deluxe nets 72-hour early access, DLC, and a Switch 2 key-card…","Lego Batman: Legacy of the Dark Knight arrives May 29, 2026 with Arkham-style combat. Preorders start at $70 with early access options.",135,ok
99302,vince-zampella-cod-and-respawn-architect-dies-in,"A Call of Duty pioneer just died, and here’s why it matters","Vince Zampella, co-creator of Call of Duty and Respawn Entertainment founder, died in a tragic crash. Explore his career, impact on live-service games,…","Vince Zampella, co-creator of Call of Duty and founder of Respawn Entertainment, died in a tragic crash. His impact on gaming was immense.",138,ok
99305,call-of-duty-could-finally-land-on-nintendo,Call of Duty Could Finally Land on Nintendo Switch — but There’s a Catch,"Jez Corden claims a Call of Duty Switch port is “nearly done.” Here’s what that likely means for Switch vs. Switch 2, timing, and what gamers should do…",A Call of Duty Switch port is reportedly nearly done. Here's what it means for Switch vs. Switch 2 and when players might get to play.,134,ok
99304,sandfall-interactive-sold-5m-copies-and-still-refuses,Sandfall Interactive Sold 5M Copies — and Still Refuses to Scale Up,"After Clair Obscur: Expedition 33’s runaway success, Sandfall says it will stay a small, hands-on studio. It’s a bold move that reshapes expectations for…",Sandfall Interactive sold 5M copies of Clair Obscur: Expedition 33 and still refuses to scale up. A bold bet on staying small.,126,ok
99303,amazon-restocked-clair-obscur-mirror-edition-but-ps5,Amazon restocked Clair Obscur Mirror Edition — but PS5 copies are still a mess,"Amazon has a fresh restock of the Mirror Edition for Clair Obscur, but PS5 physicals remain scarce and the game’s AI controversy complicates its GOTY glow.","Amazon restocked the Clair Obscur Mirror Edition, but PS5 physical copies remain scarce and the AI controversy clouds its GOTY momentum.",136,ok
99301,wwe-2k24-is-being-delisted-and-losing-online,WWE 2K24 is being delisted and losing online play — act fast if you care about your roster,"2K will delist WWE 2K24 on Jan 31, 2026 and shut online servers on Mar 31, 2026. Here’s what actually changes and the exact steps players should take now.","WWE 2K24 gets delisted Jan 31 and loses online servers Mar 31, 2026. Act fast to secure your roster and save your progress.",123,ok
99284,arc-raiders-is-my-game-of-the-year,Arc Raiders Stole My Heart—But Its AI Twist Stings,I fell for Arc Raiders’ heart-pounding raids—until I learned about its AI voice cloning. Here’s why this masterpiece can’t excuse its tech’s ethical cost.,"Arc Raiders delivers heart-pounding raids worthy of GOTY, but its AI voice cloning raises ethical questions that can't be ignored.",130,ok
99286,tomb-raider-trilogy-could-be-coming-to-switch,Tomb Raider Trilogy Could Be Coming to Switch 2 — Aspyr’s Hint Is Big News,Aspyr’s Switch 2 ports of Tomb Raider: Definitive Edition may pave the way for Rise and Shadow on Nintendo’s new hardware — here’s what matters for…,Aspyr's Tomb Raider: Definitive Edition on Switch 2 may pave the way for Rise and Shadow ports. Here's what it means for fans.,126,ok
99285,sucker-punch-just-lost-a-co-founder-what,Sucker Punch just lost a co-founder — what that means for Ghost of Yōtei players,"Brian Fleming’s exit shakes up Sucker Punch – but Ghost of Yōtei’s team and free Legends DLC stick around. Practical patch notes, loadouts, and what to…","Brian Fleming exits Sucker Punch, but Ghost of Yotei's team and free Legends DLC remain intact. Here's what players should know.",128,ok
99283,nvidia-just-put-a-100-hour-cap-on,Nvidia just put a 100‑hour cap on GeForce Now — only Founders dodge the meter,"Nvidia will cap GeForce Now at 100 hours/month from Jan 1, 2026; only legacy Founders keep unlimited play. Here’s the real impact on cloud gamers’ wallets.",Nvidia caps GeForce Now at 100 hours/month starting Jan 2026. Only legacy Founders members keep unlimited play. Check the real cost impact.,139,ok
99282,transport-fever-3s-traffic-teaser-promises-lane-level,Transport Fever 3’s traffic teaser promises lane-level control — but can it deliver?,"Transport Fever 3 teases deep lane controls, modular stations, three track types, and vehicle maintenance—ambitious QoL upgrades aimed at city-builders…","Transport Fever 3 teases lane-level traffic control, modular stations, and vehicle maintenance. Ambitious upgrades for city-builder fans.",137,ok
99263,mario-kart-world-bundle-discontinued-grab-switch-2,Mario Kart World bundle discontinued — grab Switch 2 at $50 off while you can,Nintendo has ended Switch 2 Mario Kart World bundle production. Amazon and Best Buy are selling remaining units $50 off — here’s what that actually means.,Nintendo ended Switch 2 Mario Kart World bundle production. Grab remaining units at $50 off from Amazon and Best Buy while they last.,133,ok
99262,microsoft-denies-30-xbox-margin-target-why-gamers,Microsoft Denies 30% Xbox Margin Target — Why Gamers Should Still Pay Attention,"Microsoft says the 30% Xbox profit-margin figure was “incorrect,” yet admits ambitious targets. Here’s what that means for games, pricing, and Game Pass…",Microsoft denies the 30% Xbox profit-margin figure but admits ambitious targets. Here's what it means for Game Pass and game pricing.,133,ok
99261,battlefield-6-s-winter-bundle-looks-like-ai,Battlefield 6’s winter bundle looks like AI art — and players are not having it,A Battlefield 6 player card shows a double‑barrel rifle and sparked claims of AI-generated cosmetics. EA hasn’t responded — this could force disclosure…,"A Battlefield 6 player card shows a double-barrel rifle sparking AI art claims. EA hasn't responded, raising disclosure concerns.",129,ok
99260,clair-obscur-just-lost-indie-goty-10-ai,Clair Obscur just lost Indie GOTY — 10 AI-free indies to play right now,Clair Obscur’s Indie Award wins were stripped after admitted use of generative AI for placeholder art. Here are 10 vetted indie GOTY contenders worth your…,Clair Obscur lost its Indie Award wins over undisclosed AI use. Here are 10 vetted AI-free indie GOTY contenders worth playing now.,131,ok
99259,ark-2-finally-gets-a-2028-release-window,"Ark 2 finally gets a 2028 release window — Vin Diesel’s still aboard, but here’s what actually","Ark 2’s 2028 window is a cautious reset: UE5 rebuild, Game Pass exclusivity, Vin Diesel tie‑ins, and a Survival Ascended roadmap that keeps the IP alive…","Ark 2 targets a 2028 release with a UE5 rebuild and Game Pass exclusivity. Vin Diesel stays aboard, but expect more delays.",123,ok
99258,netflix-just-bought-ready-player-me-cool-for,"Netflix just bought Ready Player Me — cool for avatars, messy for users","Netflix acquired avatar startup Ready Player Me, folding its 20-person team into Netflix and shutting public services in Jan 2026. Here’s what gamers…","Netflix acquired avatar startup Ready Player Me, shutting public services in Jan 2026. Here's what it means for gamers and developers.",134,ok
99257,halo-campaign-evolved-sparks-talk-of-full-trilogy,Halo Campaign Evolved sparks talk of full trilogy remakes — how much of that should you believe?,"A leak claims Halo Studios will remake Halo 1–3 in Unreal Engine 5 after Halo Campaign Evolved. Here’s what’s real, what’s rumor, and why gamers should…",A leak claims Halo Studios will remake Halo 1-3 in Unreal Engine 5 after Halo Campaign Evolved. Here's what's real vs. rumor.,125,ok
99256,mojang-hires-a-live-service-monetization-exec-for,Mojang hires a live‑service monetization exec for “Vanilla” Minecraft — should players panic?,"Mojang appointed Katie Scott as head of Minecraft Vanilla, sparking fears her live‑service monetization background could bring more microtransactions to…","Mojang appointed Katie Scott as head of Minecraft Vanilla, sparking fears her live‑service monetization background could bring more microtransactions to.",153,ok
99255,battlefield-6-fans-say-a-winter-sticker-looks,Battlefield 6 fans say a winter sticker looks AI-made — and it’s awkward,"A Battlefield 6 player card sticker in a winter bundle shows weird weapon and scope artifacts fans call generative-AI mistakes, reigniting trust worries.","Battlefield 6 fans spotted suspicious weapon artifacts in a winter sticker that look AI-generated, reigniting trust concerns with EA.",133,ok
99252,the-clair-obscur-ai-fallout-why-an-iga,The Clair Obscur AI Fallout: Why an IGA Win Vanished — and What It Means for Players,"The Indie Game Awards stripped Clair Obscur’s top prizes after undisclosed generative-AI use. Here’s what happened, why it matters, and how players should…",The Indie Game Awards stripped Clair Obscur's top prizes after undisclosed AI use. Here's what happened and what it means for players.,134,ok
99251,victoria-3s-comeback-continues-big-hotfixes-now-major,"Victoria 3’s comeback continues — big hotfixes now, major naval update teased for 2026","Paradox keeps repairing Victoria 3 with smart fixes, 1.12.2 hotfixes, and mod support — and it’s promising a major naval-focused 1.13 update in early 2026.","Victoria 3's comeback rolls on with 1.12.2 hotfixes, improved mod support, and a major naval-focused 1.13 update teased for early 2026.",135,ok
99246,zenless-zone-zero-2-5-throws-everything-at,"Zenless Zone Zero 2.5 throws everything at players — free S-rank, co-op, and a gacha safety net","Hoyoverse’s Zenless Zone Zero 2.5 (Dec. 30) brings a free S-rank Zhao, a Void Hunter, first co-op, rerun guarantee, buffs, Drive Disc tuning, and generous…","Zenless Zone Zero 2.5 drops Dec 30 with a free S-rank, first co-op mode, rerun guarantee, and generous player rewards. Here's the breakdown.",140,ok
99237,guild-wars-reforged-adds-permadeath-lite-and-an,Guild Wars Reforged adds permadeath-lite and an easier tutorial — here’s why it matters,Guild Wars Reforged’s Dec. 18 update adds Dhuum’s Covenant (single-death badge) and Reforged Mode (easier pre-Searing Ascalon). This update nudges both…,Guild Wars Reforged adds Dhuum's Covenant permadeath-lite mode and an easier tutorial. Both veterans and newcomers get something fresh.,135,ok
99236,eldegarde-drops-the-awkward-name-and-becomes-a,Eldegarde drops the awkward name and becomes a mini‑MMO — but is that enough?,"Ex‑Blizzard devs rebrand Legacy: Steel and Sorcery as Eldegarde and launch 1.0 Jan 21 with a PvE “mini‑MMO,” social hub, dungeons, lifestyle systems, and…","Ex‑Blizzard devs rebrand Legacy: Steel and Sorcery as Eldegarde and launch 1.0 Jan 21 with a PvE “mini‑MMO,” social hub, dungeons, lifestyle systems, and.",154,ok
99233,valve-just-pulled-the-plug-on-the-399,Valve just pulled the plug on the $399 Steam Deck — here’s why it matters,"Valve stopped making the Steam Deck LCD 256GB, cutting the $399 entry-level option. That $150 jump changes the handheld market and your holiday buying…","Valve discontinued the $399 Steam Deck LCD, leaving a $150 price gap. That changes the handheld market and your buying decision.",128,ok
99228,struggling-with-strategy-games-this-6-week-routine,Struggling With Strategy Games? This 6‑Week Routine Finally Made Frostpunk Click for Me,"Turn from overwhelmed newbie to competent strategist with a 9-step plan, exact controls, and 6-week drills for RTS, tactics, and survival city-builders.","Turn from overwhelmed newbie to competent strategist with a 9-step plan, exact controls, and 6-week drills for RTS, tactics, and survival city-builders.",152,ok
99225,nex-playground-jumped-to-third-in-black-friday,Nex Playground jumped to third in Black Friday sales — is the Wii problem finally solved?,"Nex Playground surged to 14% of Black Friday sales with an $89 camera console and subscription model. Here’s what that means for families, fitness fans…",Nex Playground surged to 14% of Black Friday sales with its $89 camera console. Here's what that means for families and fitness fans.,133,ok
99222,reports-starfields-big-dlc-pushed-into-2026-and,Reports: Starfield’s big DLC pushed into 2026 — and Rockstar might be why,Leaks say Bethesda delayed Starfield’s second paid DLC into 2026 to avoid GTA VI’s launch window and to align a PS5 port. Here’s what gamers should…,Bethesda reportedly delayed Starfield's second DLC into 2026 to dodge GTA VI's launch window and align a PS5 port. Here's what we know.,135,ok
99209,gta-6-could-shatter-price-records-is-100,Could GTA 6 Really Cost $100? Here’s Why It Matters,"GTA 6 might break the $100 barrier. We break down analyst predictions, pricing trends, and what you should do before pre-ordering the most anticipated…","GTA 6 might break the $100 price barrier. Analyst predictions, pricing trends, and what you should know before pre-ordering.",124,ok
99212,io-interactives-bond-origin-casts-lenny-kravitz-as,IO Interactive’s Bond origin casts Lenny Kravitz as a pirate king — bold move or marketing flex?,"IO Interactive’s 007: First Light leans into a character-first Bond, with Lenny Kravitz and Gemma Chan shaping roles. Here’s what that means for gameplay…",IO Interactive's 007: First Light casts Lenny Kravitz as a pirate king in a character-first Bond game. Bold move or marketing flex?,131,ok
99211,rockstars-new-mission-creator-is-a-big-deal,Rockstar’s new Mission Creator is a big deal for GTA Online — here’s why,"GTA Online’s Safehouse in the Hills adds a Mission Creator with interiors, NPCs, vehicles and a 20-location cap — how to use it and why it matters to…","GTA Online's new Mission Creator lets you build custom missions with interiors, NPCs, and vehicles. Here's how to use it and why it matters.",140,ok
